
Label=dB(v(Vout)) vs F
LabelX=F
LabelY=dB(v(Vout))
Data Point Count=1001
F,F,F,dB(v(Vout)),dB(v(Vout))
 3.5481338923358759E+004, 3.5481338923358759E+004, 0.0000000000000000E+000, 5.7081720039625310E+001, 0.0000000000000000E+000
 3.5974933515575460E+004, 3.5974933515575460E+004, 0.0000000000000000E+000, 5.7018450533655439E+001, 0.0000000000000000E+000
 3.6475394692562026E+004, 3.6475394692562026E+004, 0.0000000000000000E+000, 5.6954354100560806E+001, 0.0000000000000000E+000
 3.6982817978027888E+004, 3.6982817978027888E+004, 0.0000000000000000E+000, 5.6889432251375105E+001, 0.0000000000000000E+000
 3.7497300224549639E+004, 3.7497300224549639E+004, 0.0000000000000000E+000, 5.6823686805649068E+001, 0.0000000000000000E+000
 3.8018939632057431E+004, 3.8018939632057431E+004, 0.0000000000000000E+000, 5.6757119888630648E+001, 0.0000000000000000E+000
 3.8547835766578515E+004, 3.8547835766578515E+004, 0.0000000000000000E+000, 5.6689733927992080E+001, 0.0000000000000000E+000
 3.9084089579241561E+004, 3.9084089579241561E+004, 0.0000000000000000E+000, 5.6621531650116630E+001, 0.0000000000000000E+000
 3.9627803425545324E+004, 3.9627803425545324E+004, 0.0000000000000000E+000, 5.6552516075955268E+001, 0.0000000000000000E+000
 4.0179081084895392E+004, 4.0179081084895392E+004, 0.0000000000000000E+000, 5.6482690516465084E+001, 0.0000000000000000E+000
 4.0738027780412696E+004, 4.0738027780412696E+004, 0.0000000000000000E+000, 5.6412058567646774E+001, 0.0000000000000000E+000
 4.1304750199017581E+004, 4.1304750199017581E+004, 0.0000000000000000E+000, 5.6340624105191743E+001, 0.0000000000000000E+000
 4.1879356511793303E+004, 4.1879356511793303E+004, 0.0000000000000000E+000, 5.6268391278760660E+001, 0.0000000000000000E+000
 4.2461956394632783E+004, 4.2461956394632783E+004, 0.0000000000000000E+000, 5.6195364505905289E+001, 0.0000000000000000E+000
 4.3052661049172588E+004, 4.3052661049172588E+004, 0.0000000000000000E+000, 5.6121548465657092E+001, 0.0000000000000000E+000
 4.3651583224018141E+004, 4.3651583224018141E+004, 0.0000000000000000E+000, 5.6046948091795564E+001, 0.0000000000000000E+000
 4.4258837236264226E+004, 4.4258837236264226E+004, 0.0000000000000000E+000, 5.5971568565822366E+001, 0.0000000000000000E+000
 4.4874538993314811E+004, 4.4874538993314811E+004, 0.0000000000000000E+000, 5.5895415309655469E+001, 0.0000000000000000E+000
 4.5498806015006478E+004, 4.5498806015006478E+004, 0.0000000000000000E+000, 5.5818493978068545E+001, 0.0000000000000000E+000
 4.6131757456039588E+004, 4.6131757456039588E+004, 0.0000000000000000E+000, 5.5740810450894656E+001, 0.0000000000000000E+000
 4.6773514128721494E+004, 4.6773514128721494E+004, 0.0000000000000000E+000, 5.5662370825014847E+001, 0.0000000000000000E+000
 4.7424198526026164E+004, 4.7424198526026164E+004, 0.0000000000000000E+000, 5.5583181406155859E+001, 0.0000000000000000E+000
 4.8083934844974581E+004, 4.8083934844974581E+004, 0.0000000000000000E+000, 5.5503248700515925E+001, 0.0000000000000000E+000
 4.8752849010340389E+004, 4.8752849010340389E+004, 0.0000000000000000E+000, 5.5422579406242519E+001, 0.0000000000000000E+000
 4.9431068698685325E+004, 4.9431068698685325E+004, 0.0000000000000000E+000, 5.5341180404782094E+001, 0.0000000000000000E+000
 5.0118723362729041E+004, 5.0118723362729041E+004, 0.0000000000000000E+000, 5.5259058752125220E+001, 0.0000000000000000E+000
 5.0815944256057897E+004, 5.0815944256057897E+004, 0.0000000000000000E+000, 5.5176221669965315E+001, 0.0000000000000000E+000
 5.1522864458177522E+004, 5.1522864458177522E+004, 0.0000000000000000E+000, 5.5092676536796873E+001, 0.0000000000000000E+000
 5.2239618899913883E+004, 5.2239618899913883E+004, 0.0000000000000000E+000, 5.5008430878966692E+001, 0.0000000000000000E+000
 5.2966344389167716E+004, 5.2966344389167716E+004, 0.0000000000000000E+000, 5.4923492361707105E+001, 0.0000000000000000E+000
 5.3703179637027235E+004, 5.3703179637027235E+004, 0.0000000000000000E+000, 5.4837868780162111E+001, 0.0000000000000000E+000
 5.4450265284244109E+004, 5.4450265284244109E+004, 0.0000000000000000E+000, 5.4751568050430436E+001, 0.0000000000000000E+000
 5.5207743928077754E+004, 5.5207743928077754E+004, 0.0000000000000000E+000, 5.4664598200644086E+001, 0.0000000000000000E+000
 5.5975760149513066E+004, 5.5975760149513066E+004, 0.0000000000000000E+000, 5.4576967362096347E+001, 0.0000000000000000E+000
 5.6754460540856795E+004, 5.6754460540856795E+004, 0.0000000000000000E+000, 5.4488683760439756E+001, 0.0000000000000000E+000
 5.7543993733717813E+004, 5.7543993733717813E+004, 0.0000000000000000E+000, 5.4399755706969437E+001, 0.0000000000000000E+000
 5.8344510427376626E+004, 5.8344510427376626E+004, 0.0000000000000000E+000, 5.4310191590004749E+001, 0.0000000000000000E+000
 5.9156163417549578E+004, 5.9156163417549578E+004, 0.0000000000000000E+000, 5.4219999866387212E+001, 0.0000000000000000E+000
 5.9979107625553159E+004, 5.9979107625553159E+004, 0.0000000000000000E+000, 5.4129189053105804E+001, 0.0000000000000000E+000
 6.0813500127874046E+004, 6.0813500127874046E+004, 0.0000000000000000E+000, 5.4037767719063382E+001, 0.0000000000000000E+000
 6.1659500186150508E+004, 6.1659500186150508E+004, 0.0000000000000000E+000, 5.3945744476996552E+001, 0.0000000000000000E+000
 6.2517269277570907E+004, 6.2517269277570907E+004, 0.0000000000000000E+000, 5.3853127975558607E+001, 0.0000000000000000E+000
 6.3386971125695061E+004, 6.3386971125695061E+004, 0.0000000000000000E+000, 5.3759926891576612E+001, 0.0000000000000000E+000
 6.4268771731704372E+004, 6.4268771731704372E+004, 0.0000000000000000E+000, 5.3666149922492210E+001, 0.0000000000000000E+000
 6.5162839406086714E+004, 6.5162839406086714E+004, 0.0000000000000000E+000, 5.3571805778993216E+001, 0.0000000000000000E+000
 6.6069344800762090E+004, 6.6069344800762090E+004, 0.0000000000000000E+000, 5.3476903177844520E+001, 0.0000000000000000E+000
 6.6988460941655168E+004, 6.6988460941655168E+004, 0.0000000000000000E+000, 5.3381450834924053E+001, 0.0000000000000000E+000
 6.7920363261721024E+004, 6.7920363261721024E+004, 0.0000000000000000E+000, 5.3285457458469665E+001, 0.0000000000000000E+000
 6.8865229634430216E+004, 6.8865229634430216E+004, 0.0000000000000000E+000, 5.3188931742543978E+001, 0.0000000000000000E+000
 6.9823240407719786E+004, 6.9823240407719786E+004, 0.0000000000000000E+000, 5.3091882360716468E+001, 0.0000000000000000E+000
 7.0794578438416487E+004, 7.0794578438416487E+004, 0.0000000000000000E+000, 5.2994317959971333E+001, 0.0000000000000000E+000
 7.1779429127138908E+004, 7.1779429127138908E+004, 0.0000000000000000E+000, 5.2896247154840587E+001, 0.0000000000000000E+000
 7.2777980453685188E+004, 7.2777980453685188E+004, 0.0000000000000000E+000, 5.2797678521764368E+001, 0.0000000000000000E+000
 7.3790423012912928E+004, 7.3790423012912928E+004, 0.0000000000000000E+000, 5.2698620593681838E+001, 0.0000000000000000E+000
 7.4816950051118314E+004, 7.4816950051118314E+004, 0.0000000000000000E+000, 5.2599081854850041E+001, 0.0000000000000000E+000
 7.5857757502921304E+004, 7.5857757502921304E+004, 0.0000000000000000E+000, 5.2499070735893262E+001, 0.0000000000000000E+000
 7.6913044028663935E+004, 7.6913044028663935E+004, 0.0000000000000000E+000, 5.2398595609080260E+001, 0.0000000000000000E+000
 7.7983011052328889E+004, 7.7983011052328889E+004, 0.0000000000000000E+000, 5.2297664783829475E+001, 0.0000000000000000E+000
 7.9067862799985582E+004, 7.9067862799985582E+004, 0.0000000000000000E+000, 5.2196286502439897E+001, 0.0000000000000000E+000
 8.0167806338771028E+004, 8.0167806338771028E+004, 0.0000000000000000E+000, 5.2094468936043576E+001, 0.0000000000000000E+000
 8.1283051616413097E+004, 8.1283051616413097E+004, 0.0000000000000000E+000, 5.1992220180781629E+001, 0.0000000000000000E+000
 8.2413811501303455E+004, 8.2413811501303455E+004, 0.0000000000000000E+000, 5.1889548254194715E+001, 0.0000000000000000E+000
 8.3560301823128073E+004, 8.3560301823128073E+004, 0.0000000000000000E+000, 5.1786461091828869E+001, 0.0000000000000000E+000
 8.4722741414062970E+004, 8.4722741414062970E+004, 0.0000000000000000E+000, 5.1682966544051006E+001, 0.0000000000000000E+000
 8.5901352150542953E+004, 8.5901352150542953E+004, 0.0000000000000000E+000, 5.1579072373069323E+001, 0.0000000000000000E+000
 8.7096358995611503E+004, 8.7096358995611503E+004, 0.0000000000000000E+000, 5.1474786250155582E+001, 0.0000000000000000E+000
 8.8307990041859768E+004, 8.8307990041859768E+004, 0.0000000000000000E+000, 5.1370115753063949E+001, 0.0000000000000000E+000
 8.9536476554962937E+004, 8.9536476554962937E+004, 0.0000000000000000E+000, 5.1265068363639912E+001, 0.0000000000000000E+000
 9.0782053017822182E+004, 9.0782053017822182E+004, 0.0000000000000000E+000, 5.1159651465616292E+001, 0.0000000000000000E+000
 9.2044957175320800E+004, 9.2044957175320800E+004, 0.0000000000000000E+000, 5.1053872342590481E+001, 0.0000000000000000E+000
 9.3325430079702826E+004, 9.3325430079702826E+004, 0.0000000000000000E+000, 5.0947738176175356E+001, 0.0000000000000000E+000
 9.4623716136583083E+004, 9.4623716136583083E+004, 0.0000000000000000E+000, 5.0841256044320808E+001, 0.0000000000000000E+000
 9.5940063151597162E+004, 9.5940063151597162E+004, 0.0000000000000000E+000, 5.0734432919799630E+001, 0.0000000000000000E+000
 9.7274722377700426E+004, 9.7274722377700426E+004, 0.0000000000000000E+000, 5.0627275668849592E+001, 0.0000000000000000E+000
 9.8627948563125028E+004, 9.8627948563125028E+004, 0.0000000000000000E+000, 5.0519791049969797E+001, 0.0000000000000000E+000
 1.0000000000000405E+005, 1.0000000000000405E+005, 0.0000000000000000E+000, 5.0411985712861316E+001, 0.0000000000000000E+000
 1.0139113857367205E+005, 1.0139113857367205E+005, 0.0000000000000000E+000, 5.0303866197510125E+001, 0.0000000000000000E+000
 1.0280162981265153E+005, 1.0280162981265153E+005, 0.0000000000000000E+000, 5.0195438933403224E+001, 0.0000000000000000E+000
 1.0423174293933465E+005, 1.0423174293933465E+005, 0.0000000000000000E+000, 5.0086710238873124E+001, 0.0000000000000000E+000
 1.0568175092137016E+005, 1.0568175092137016E+005, 0.0000000000000000E+000, 4.9977686320566548E+001, 0.0000000000000000E+000
 1.0715193052376503E+005, 1.0715193052376503E+005, 0.0000000000000000E+000, 4.9868373273028091E+001, 0.0000000000000000E+000
 1.0864256236171100E+005, 1.0864256236171100E+005, 0.0000000000000000E+000, 4.9758777078396584E+001, 0.0000000000000000E+000
 1.1015393095414601E+005, 1.1015393095414601E+005, 0.0000000000000000E+000, 4.9648903606206254E+001, 0.0000000000000000E+000
 1.1168632477806069E+005, 1.1168632477806069E+005, 0.0000000000000000E+000, 4.9538758613288323E+001, 0.0000000000000000E+000
 1.1324003632356036E+005, 1.1324003632356036E+005, 0.0000000000000000E+000, 4.9428347743766530E+001, 0.0000000000000000E+000
 1.1481536214969300E+005, 1.1481536214969300E+005, 0.0000000000000000E+000, 4.9317676529142062E+001, 0.0000000000000000E+000
 1.1641260294105393E+005, 1.1641260294105393E+005, 0.0000000000000000E+000, 4.9206750388461600E+001, 0.0000000000000000E+000
 1.1803206356517784E+005, 1.1803206356517784E+005, 0.0000000000000000E+000, 4.9095574628565579E+001, 0.0000000000000000E+000
 1.1967405313072930E+005, 1.1967405313072930E+005, 0.0000000000000000E+000, 4.8984154444408716E+001, 0.0000000000000000E+000
 1.2133888504650275E+005, 1.2133888504650275E+005, 0.0000000000000000E+000, 4.8872494919449025E+001, 0.0000000000000000E+000
 1.2302687708124326E+005, 1.2302687708124326E+005, 0.0000000000000000E+000, 4.8760601026101952E+001, 0.0000000000000000E+000
 1.2473835142429949E+005, 1.2473835142429949E+005, 0.0000000000000000E+000, 4.8648477626252237E+001, 0.0000000000000000E+000
 1.2647363474712041E+005, 1.2647363474712041E+005, 0.0000000000000000E+000, 4.8536129471822591E+001, 0.0000000000000000E+000
 1.2823305826560751E+005, 1.2823305826560751E+005, 0.0000000000000000E+000, 4.8423561205389952E+001, 0.0000000000000000E+000
 1.3001695780333447E+005, 1.3001695780333447E+005, 0.0000000000000000E+000, 4.8310777360850885E+001, 0.0000000000000000E+000
 1.3182567385564625E+005, 1.3182567385564625E+005, 0.0000000000000000E+000, 4.8197782364125644E+001, 0.0000000000000000E+000
 1.3365955165464984E+005, 1.3365955165464984E+005, 0.0000000000000000E+000, 4.8084580533903576E+001, 0.0000000000000000E+000
 1.3551894123510932E+005, 1.3551894123510932E+005, 0.0000000000000000E+000, 4.7971176082420669E+001, 0.0000000000000000E+000
 1.3740419750125732E+005, 1.3740419750125732E+005, 0.0000000000000000E+000, 4.7857573116267332E+001, 0.0000000000000000E+000
 1.3931568029453620E+005, 1.3931568029453620E+005, 0.0000000000000000E+000, 4.7743775637225390E+001, 0.0000000000000000E+000
 1.4125375446228142E+005, 1.4125375446228142E+005, 0.0000000000000000E+000, 4.7629787543126000E+001, 0.0000000000000000E+000
 1.4321878992736043E+005, 1.4321878992736043E+005, 0.0000000000000000E+000, 4.7515612628729720E+001, 0.0000000000000000E+000
 1.4521116175878039E+005, 1.4521116175878039E+005, 0.0000000000000000E+000, 4.7401254586621697E+001, 0.0000000000000000E+000
 1.4723125024327816E+005, 1.4723125024327816E+005, 0.0000000000000000E+000, 4.7286717008124057E+001, 0.0000000000000000E+000
 1.4927944095790599E+005, 1.4927944095790599E+005, 0.0000000000000000E+000, 4.7172003384216296E+001, 0.0000000000000000E+000
 1.5135612484362730E+005, 1.5135612484362730E+005, 0.0000000000000000E+000, 4.7057117106465476E+001, 0.0000000000000000E+000
 1.5346169827993601E+005, 1.5346169827993601E+005, 0.0000000000000000E+000, 4.6942061467962816E+001, 0.0000000000000000E+000
 1.5559656316051414E+005, 1.5559656316051414E+005, 0.0000000000000000E+000, 4.6826839664262330E+001, 0.0000000000000000E+000
 1.5776112696994166E+005, 1.5776112696994166E+005, 0.0000000000000000E+000, 4.6711454794321163E+001, 0.0000000000000000E+000
 1.5995580286147379E+005, 1.5995580286147379E+005, 0.0000000000000000E+000, 4.6595909861438130E+001, 0.0000000000000000E+000
 1.6218100973590001E+005, 1.6218100973590001E+005, 0.0000000000000000E+000, 4.6480207774188187E+001, 0.0000000000000000E+000
 1.6443717232150029E+005, 1.6443717232150029E+005, 0.0000000000000000E+000, 4.6364351347352667E+001, 0.0000000000000000E+000
 1.6672472125511352E+005, 1.6672472125511352E+005, 0.0000000000000000E+000, 4.6248343302839537E+001, 0.0000000000000000E+000
 1.6904409316433375E+005, 1.6904409316433375E+005, 0.0000000000000000E+000, 4.6132186270596350E+001, 0.0000000000000000E+000
 1.7139573075084999E+005, 1.7139573075084999E+005, 0.0000000000000000E+000, 4.6015882789510755E+001, 0.0000000000000000E+000
 1.7378008287494513E+005, 1.7378008287494513E+005, 0.0000000000000000E+000, 4.5899435308296717E+001, 0.0000000000000000E+000
 1.7619760464117062E+005, 1.7619760464117062E+005, 0.0000000000000000E+000, 4.5782846186369582E+001, 0.0000000000000000E+000
 1.7864875748521290E+005, 1.7864875748521290E+005, 0.0000000000000000E+000, 4.5666117694700539E+001, 0.0000000000000000E+000
 1.8113400926196820E+005, 1.8113400926196820E+005, 0.0000000000000000E+000, 4.5549252016657746E+001, 0.0000000000000000E+000
 1.8365383433484272E+005, 1.8365383433484272E+005, 0.0000000000000000E+000, 4.5432251248824578E+001, 0.0000000000000000E+000
 1.8620871366629493E+005, 1.8620871366629493E+005, 0.0000000000000000E+000, 4.5315117401801515E+001, 0.0000000000000000E+000
 1.8879913490963768E+005, 1.8879913490963768E+005, 0.0000000000000000E+000, 4.5197852400982981E+001, 0.0000000000000000E+000
 1.9142559250211704E+005, 1.9142559250211704E+005, 0.0000000000000000E+000, 4.5080458087314554E+001, 0.0000000000000000E+000
 1.9408858775928640E+005, 1.9408858775928640E+005, 0.0000000000000000E+000, 4.4962936218024737E+001, 0.0000000000000000E+000
 1.9678862897069321E+005, 1.9678862897069321E+005, 0.0000000000000000E+000, 4.4845288467332693E+001, 0.0000000000000000E+000
 1.9952623149689683E+005, 1.9952623149689683E+005, 0.0000000000000000E+000, 4.4727516427131434E+001, 0.0000000000000000E+000
 2.0230191786783616E+005, 2.0230191786783616E+005, 0.0000000000000000E+000, 4.4609621607642289E+001, 0.0000000000000000E+000
 2.0511621788256569E+005, 2.0511621788256569E+005, 0.0000000000000000E+000, 4.4491605438045163E+001, 0.0000000000000000E+000
 2.0796966871037884E+005, 2.0796966871037884E+005, 0.0000000000000000E+000, 4.4373469267077652E+001, 0.0000000000000000E+000
 2.1086281499333837E+005, 2.1086281499333837E+005, 0.0000000000000000E+000, 4.4255214363608353E+001, 0.0000000000000000E+000
 2.1379620895023277E+005, 2.1379620895023277E+005, 0.0000000000000000E+000, 4.4136841917179026E+001, 0.0000000000000000E+000
 2.1677041048197920E+005, 2.1677041048197920E+005, 0.0000000000000000E+000, 4.4018353038517326E+001, 0.0000000000000000E+000
 2.1978598727849236E+005, 2.1978598727849236E+005, 0.0000000000000000E+000, 4.3899748760019143E+001, 0.0000000000000000E+000
 2.2284351492704041E+005, 2.2284351492704041E+005, 0.0000000000000000E+000, 4.3781030036199589E+001, 0.0000000000000000E+000
 2.2594357702210796E+005, 2.2594357702210796E+005, 0.0000000000000000E+000, 4.3662197744113847E+001, 0.0000000000000000E+000
 2.2908676527678766E+005, 2.2908676527678766E+005, 0.0000000000000000E+000, 4.3543252683743319E+001, 0.0000000000000000E+000
 2.3227367963572120E+005, 2.3227367963572120E+005, 0.0000000000000000E+000, 4.3424195578352482E+001, 0.0000000000000000E+000
 2.3550492838961162E+005, 2.3550492838961162E+005, 0.0000000000000000E+000, 4.3305027074811292E+001, 0.0000000000000000E+000
 2.3878112829132858E+005, 2.3878112829132858E+005, 0.0000000000000000E+000, 4.3185747743884960E+001, 0.0000000000000000E+000
 2.4210290467362880E+005, 2.4210290467362880E+005, 0.0000000000000000E+000, 4.3066358080490865E+001, 0.0000000000000000E+000
 2.4547089156851420E+005, 2.4547089156851420E+005, 0.0000000000000000E+000, 4.2946858503921163E+001, 0.0000000000000000E+000
 2.4888573182825043E+005, 2.4888573182825043E+005, 0.0000000000000000E+000, 4.2827249358032745E+001, 0.0000000000000000E+000
 2.5234807724806899E+005, 2.5234807724806899E+005, 0.0000000000000000E+000, 4.2707530911402394E+001, 0.0000000000000000E+000
 2.5585858869057626E+005, 2.5585858869057626E+005, 0.0000000000000000E+000, 4.2587703357448476E+001, 0.0000000000000000E+000
 2.5941793621189328E+005, 2.5941793621189328E+005, 0.0000000000000000E+000, 4.2467766814517674E+001, 0.0000000000000000E+000
 2.6302679918955022E+005, 2.6302679918955022E+005, 0.0000000000000000E+000, 4.2347721325938664E+001, 0.0000000000000000E+000
 2.6668586645216017E+005, 2.6668586645216017E+005, 0.0000000000000000E+000, 4.2227566860040227E+001, 0.0000000000000000E+000
 2.7039583641089679E+005, 2.7039583641089679E+005, 0.0000000000000000E+000, 4.2107303310136245E+001, 0.0000000000000000E+000
 2.7415741719280084E+005, 2.7415741719280084E+005, 0.0000000000000000E+000, 4.1986930494475310E+001, 0.0000000000000000E+000
 2.7797132677594165E+005, 2.7797132677594165E+005, 0.0000000000000000E+000, 4.1866448156156714E+001, 0.0000000000000000E+000
 2.8183829312645836E+005, 2.8183829312645836E+005, 0.0000000000000000E+000, 4.1745855963012261E+001, 0.0000000000000000E+000
 2.8575905433750787E+005, 2.8575905433750787E+005, 0.0000000000000000E+000, 4.1625153507453298E+001, 0.0000000000000000E+000
 2.8973435877014569E+005, 2.8973435877014569E+005, 0.0000000000000000E+000, 4.1504340306284710E+001, 0.0000000000000000E+000
 2.9376496519616665E+005, 2.9376496519616665E+005, 0.0000000000000000E+000, 4.1383415800484812E+001, 0.0000000000000000E+000
 2.9785164294293273E+005, 2.9785164294293273E+005, 0.0000000000000000E+000, 4.1262379354950681E+001, 0.0000000000000000E+000
 3.0199517204021558E+005, 3.0199517204021558E+005, 0.0000000000000000E+000, 4.1141230258211927E+001, 0.0000000000000000E+000
 3.0619634336908191E+005, 3.0619634336908191E+005, 0.0000000000000000E+000, 4.1019967722110053E+001, 0.0000000000000000E+000
 3.1045595881284995E+005, 3.1045595881284995E+005, 0.0000000000000000E+000, 4.0898590881444832E+001, 0.0000000000000000E+000
 3.1477483141014620E+005, 3.1477483141014620E+005, 0.0000000000000000E+000, 4.0777098793589950E+001, 0.0000000000000000E+000
 3.1915378551009099E+005, 3.1915378551009099E+005, 0.0000000000000000E+000, 4.0655490438073798E+001, 0.0000000000000000E+000
 3.2359365692964336E+005, 3.2359365692964336E+005, 0.0000000000000000E+000, 4.0533764716132204E+001, 0.0000000000000000E+000
 3.2809529311313434E+005, 3.2809529311313434E+005, 0.0000000000000000E+000, 4.0411920450225850E+001, 0.0000000000000000E+000
 3.3265955329402006E+005, 3.3265955329402006E+005, 0.0000000000000000E+000, 4.0289956383530345E+001, 0.0000000000000000E+000
 3.3728730865888466E+005, 3.3728730865888466E+005, 0.0000000000000000E+000, 4.0167871179395284E+001, 0.0000000000000000E+000
 3.4197944251372491E+005, 3.4197944251372491E+005, 0.0000000000000000E+000, 4.0045663420772179E+001, 0.0000000000000000E+000
 3.4673685045254795E+005, 3.4673685045254795E+005, 0.0000000000000000E+000, 3.9923331609615346E+001, 0.0000000000000000E+000
 3.5156044052831468E+005, 3.5156044052831468E+005, 0.0000000000000000E+000, 3.9800874166253763E+001, 0.0000000000000000E+000
 3.5645113342626102E+005, 3.5645113342626102E+005, 0.0000000000000000E+000, 3.9678289428735731E+001, 0.0000000000000000E+000
 3.6140986263963033E+005, 3.6140986263963033E+005, 0.0000000000000000E+000, 3.9555575652146224E+001, 0.0000000000000000E+000
 3.6643757464785059E+005, 3.6643757464785059E+005, 0.0000000000000000E+000, 3.9432731007899271E+001, 0.0000000000000000E+000
 3.7153522909719014E+005, 3.7153522909719014E+005, 0.0000000000000000E+000, 3.9309753583004465E+001, 0.0000000000000000E+000
 3.7670379898392671E+005, 3.7670379898392671E+005, 0.0000000000000000E+000, 3.9186641379310402E+001, 0.0000000000000000E+000
 3.8194427084006468E+005, 3.8194427084006468E+005, 0.0000000000000000E+000, 3.9063392312724773E+001, 0.0000000000000000E+000
 3.8725764492163563E+005, 3.8725764492163563E+005, 0.0000000000000000E+000, 3.8940004212411729E+001, 0.0000000000000000E+000
 3.9264493539961858E+005, 3.9264493539961858E+005, 0.0000000000000000E+000, 3.8816474819971063E+001, 0.0000000000000000E+000
 3.9810717055351631E+005, 3.9810717055351631E+005, 0.0000000000000000E+000, 3.8692801788595403E+001, 0.0000000000000000E+000
 4.0364539296762430E+005, 4.0364539296762430E+005, 0.0000000000000000E+000, 3.8568982682210084E+001, 0.0000000000000000E+000
 4.0926065973003051E+005, 4.0926065973003051E+005, 0.0000000000000000E+000, 3.8445014974597797E+001, 0.0000000000000000E+000
 4.1495404263438290E+005, 4.1495404263438290E+005, 0.0000000000000000E+000, 3.8320896048505546E+001, 0.0000000000000000E+000
 4.2072662838446436E+005, 4.2072662838446436E+005, 0.0000000000000000E+000, 3.8196623194740312E+001, 0.0000000000000000E+000
 4.2657951880161325E+005, 4.2657951880161325E+005, 0.0000000000000000E+000, 3.8072193611251272E+001, 0.0000000000000000E+000
 4.3251383103502961E+005, 4.3251383103502961E+005, 0.0000000000000000E+000, 3.7947604402202685E+001, 0.0000000000000000E+000
 4.3853069777500693E+005, 4.3853069777500693E+005, 0.0000000000000000E+000, 3.7822852577037487E+001, 0.0000000000000000E+000
 4.4463126746913028E+005, 4.4463126746913028E+005, 0.0000000000000000E+000, 3.7697935049535666E+001, 0.0000000000000000E+000
 4.5081670454148209E+005, 4.5081670454148209E+005, 0.0000000000000000E+000, 3.7572848636867413E+001, 0.0000000000000000E+000
 4.5708818961489730E+005, 4.5708818961489730E+005, 0.0000000000000000E+000, 3.7447590058643712E+001, 0.0000000000000000E+000
 4.6344691973631067E+005, 4.6344691973631067E+005, 0.0000000000000000E+000, 3.7322155935968993E+001, 0.0000000000000000E+000
 4.6989410860523843E+005, 4.6989410860523843E+005, 0.0000000000000000E+000, 3.7196542790493552E+001, 0.0000000000000000E+000
 4.7643098680543905E+005, 4.7643098680543905E+005, 0.0000000000000000E+000, 3.7070747043472359E+001, 0.0000000000000000E+000
 4.8305880203979637E+005, 4.8305880203979637E+005, 0.0000000000000000E+000, 3.6944765014832029E+001, 0.0000000000000000E+000
 4.8977881936847029E+005, 4.8977881936847029E+005, 0.0000000000000000E+000, 3.6818592922246317E+001, 0.0000000000000000E+000
 4.9659232145036053E+005, 4.9659232145036053E+005, 0.0000000000000000E+000, 3.6692226880225782E+001, 0.0000000000000000E+000
 5.0350060878792964E+005, 5.0350060878792964E+005, 0.0000000000000000E+000, 3.6565662899224073E+001, 0.0000000000000000E+000
 5.1050499997543148E+005, 5.1050499997543148E+005, 0.0000000000000000E+000, 3.6438896884762116E+001, 0.0000000000000000E+000
 5.1760683195059327E+005, 5.1760683195059327E+005, 0.0000000000000000E+000, 3.6311924636575093E+001, 0.0000000000000000E+000
 5.2480746024979861E+005, 5.2480746024979861E+005, 0.0000000000000000E+000, 3.6184741847786491E+001, 0.0000000000000000E+000
 5.3210825926682062E+005, 5.3210825926682062E+005, 0.0000000000000000E+000, 3.6057344104109724E+001, 0.0000000000000000E+000
 5.3951062251515442E+005, 5.3951062251515442E+005, 0.0000000000000000E+000, 3.5929726883084321E+001, 0.0000000000000000E+000
 5.4701596289399883E+005, 5.4701596289399883E+005, 0.0000000000000000E+000, 3.5801885553346807E+001, 0.0000000000000000E+000
 5.5462571295793843E+005, 5.5462571295793843E+005, 0.0000000000000000E+000, 3.5673815373944429E+001, 0.0000000000000000E+000
 5.6234132519037719E+005, 5.6234132519037719E+005, 0.0000000000000000E+000, 3.5545511493693198E+001, 0.0000000000000000E+000
 5.7016427228077606E+005, 5.7016427228077606E+005, 0.0000000000000000E+000, 3.5416968950583090E+001, 0.0000000000000000E+000
 5.7809604740574711E+005, 5.7809604740574711E+005, 0.0000000000000000E+000, 3.5288182671238999E+001, 0.0000000000000000E+000
 5.8613816451405827E+005, 5.8613816451405827E+005, 0.0000000000000000E+000, 3.5159147470437162E+001, 0.0000000000000000E+000
 5.9429215861560265E+005, 5.9429215861560265E+005, 0.0000000000000000E+000, 3.5029858050686386E+001, 0.0000000000000000E+000
 6.0255958607438824E+005, 6.0255958607438824E+005, 0.0000000000000000E+000, 3.4900309001873623E+001, 0.0000000000000000E+000
 6.1094202490560303E+005, 6.1094202490560303E+005, 0.0000000000000000E+000, 3.4770494800984430E+001, 0.0000000000000000E+000
 6.1944107507681288E+005, 6.1944107507681288E+005, 0.0000000000000000E+000, 3.4640409811897548E+001, 0.0000000000000000E+000
 6.2805835881334986E+005, 6.2805835881334986E+005, 0.0000000000000000E+000, 3.4510048285263835E+001, 0.0000000000000000E+000
 6.3679552090794826E+005, 6.3679552090794826E+005, 0.0000000000000000E+000, 3.4379404358471248E+001, 0.0000000000000000E+000
 6.4565422903468844E+005, 6.4565422903468844E+005, 0.0000000000000000E+000, 3.4248472055702692E+001, 0.0000000000000000E+000
 6.5463617406730843E+005, 6.5463617406730843E+005, 0.0000000000000000E+000, 3.4117245288093159E+001, 0.0000000000000000E+000
 6.6374307040194282E+005, 6.6374307040194282E+005, 0.0000000000000000E+000, 3.3985717853988419E+001, 0.0000000000000000E+000
 6.7297665628435230E+005, 6.7297665628435230E+005, 0.0000000000000000E+000, 3.3853883439314686E+001, 0.0000000000000000E+000
