
Label=ph(v(Vout)) vs F
LabelX=F
LabelY=ph(v(Vout))
Data Point Count=1001
F,F,F,ph(v(Vout)),ph(v(Vout))
 3.4994516702836918E+004, 3.4994516702836918E+004, 0.0000000000000000E+000, 1.3301833678279843E+002, 0.0000000000000000E+000
 3.5481338923358759E+004, 3.5481338923358759E+004, 0.0000000000000000E+000, 1.3260852807012171E+002, 0.0000000000000000E+000
 3.5974933515575460E+004, 3.5974933515575460E+004, 0.0000000000000000E+000, 1.3219877640125040E+002, 0.0000000000000000E+000
 3.6475394692562026E+004, 3.6475394692562026E+004, 0.0000000000000000E+000, 1.3178915399404212E+002, 0.0000000000000000E+000
 3.6982817978027888E+004, 3.6982817978027888E+004, 0.0000000000000000E+000, 1.3137973271322912E+002, 0.0000000000000000E+000
 3.7497300224549639E+004, 3.7497300224549639E+004, 0.0000000000000000E+000, 1.3097058399983109E+002, 0.0000000000000000E+000
 3.8018939632057431E+004, 3.8018939632057431E+004, 0.0000000000000000E+000, 1.3056177880144998E+002, 0.0000000000000000E+000
 3.8547835766578515E+004, 3.8547835766578515E+004, 0.0000000000000000E+000, 1.3015338750360348E+002, 0.0000000000000000E+000
 3.9084089579241561E+004, 3.9084089579241561E+004, 0.0000000000000000E+000, 1.2974547986224019E+002, 0.0000000000000000E+000
 3.9627803425545324E+004, 3.9627803425545324E+004, 0.0000000000000000E+000, 1.2933812493758637E+002, 0.0000000000000000E+000
 4.0179081084895392E+004, 4.0179081084895392E+004, 0.0000000000000000E+000, 1.2893139102946913E+002, 0.0000000000000000E+000
 4.0738027780412696E+004, 4.0738027780412696E+004, 0.0000000000000000E+000, 1.2852534561423801E+002, 0.0000000000000000E+000
 4.1304750199017581E+004, 4.1304750199017581E+004, 0.0000000000000000E+000, 1.2812005528342902E+002, 0.0000000000000000E+000
 4.1879356511793303E+004, 4.1879356511793303E+004, 0.0000000000000000E+000, 1.2771558568427261E+002, 0.0000000000000000E+000
 4.2461956394632783E+004, 4.2461956394632783E+004, 0.0000000000000000E+000, 1.2731200146217556E+002, 0.0000000000000000E+000
 4.3052661049172588E+004, 4.3052661049172588E+004, 0.0000000000000000E+000, 1.2690936620526492E+002, 0.0000000000000000E+000
 4.3651583224018141E+004, 4.3651583224018141E+004, 0.0000000000000000E+000, 1.2650774239111041E+002, 0.0000000000000000E+000
 4.4258837236264226E+004, 4.4258837236264226E+004, 0.0000000000000000E+000, 1.2610719133569033E+002, 0.0000000000000000E+000
 4.4874538993314811E+004, 4.4874538993314811E+004, 0.0000000000000000E+000, 1.2570777314470274E+002, 0.0000000000000000E+000
 4.5498806015006478E+004, 4.5498806015006478E+004, 0.0000000000000000E+000, 1.2530954666727600E+002, 0.0000000000000000E+000
 4.6131757456039588E+004, 4.6131757456039588E+004, 0.0000000000000000E+000, 1.2491256945214720E+002, 0.0000000000000000E+000
 4.6773514128721494E+004, 4.6773514128721494E+004, 0.0000000000000000E+000, 1.2451689770636546E+002, 0.0000000000000000E+000
 4.7424198526026164E+004, 4.7424198526026164E+004, 0.0000000000000000E+000, 1.2412258625655296E+002, 0.0000000000000000E+000
 4.8083934844974581E+004, 4.8083934844974581E+004, 0.0000000000000000E+000, 1.2372968851276978E+002, 0.0000000000000000E+000
 4.8752849010340389E+004, 4.8752849010340389E+004, 0.0000000000000000E+000, 1.2333825643500033E+002, 0.0000000000000000E+000
 4.9431068698685325E+004, 4.9431068698685325E+004, 0.0000000000000000E+000, 1.2294834050228420E+002, 0.0000000000000000E+000
 5.0118723362729041E+004, 5.0118723362729041E+004, 0.0000000000000000E+000, 1.2255998968449421E+002, 0.0000000000000000E+000
 5.0815944256057897E+004, 5.0815944256057897E+004, 0.0000000000000000E+000, 1.2217325141677212E+002, 0.0000000000000000E+000
 5.1522864458177522E+004, 5.1522864458177522E+004, 0.0000000000000000E+000, 1.2178817157659701E+002, 0.0000000000000000E+000
 5.2239618899913883E+004, 5.2239618899913883E+004, 0.0000000000000000E+000, 1.2140479446349654E+002, 0.0000000000000000E+000
 5.2966344389167716E+004, 5.2966344389167716E+004, 0.0000000000000000E+000, 1.2102316278134479E+002, 0.0000000000000000E+000
 5.3703179637027235E+004, 5.3703179637027235E+004, 0.0000000000000000E+000, 1.2064331762324856E+002, 0.0000000000000000E+000
 5.4450265284244109E+004, 5.4450265284244109E+004, 0.0000000000000000E+000, 1.2026529845896746E+002, 0.0000000000000000E+000
 5.5207743928077754E+004, 5.5207743928077754E+004, 0.0000000000000000E+000, 1.1988914312482170E+002, 0.0000000000000000E+000
 5.5975760149513066E+004, 5.5975760149513066E+004, 0.0000000000000000E+000, 1.1951488781605352E+002, 0.0000000000000000E+000
 5.6754460540856795E+004, 5.6754460540856795E+004, 0.0000000000000000E+000, 1.1914256708157249E+002, 0.0000000000000000E+000
 5.7543993733717813E+004, 5.7543993733717813E+004, 0.0000000000000000E+000, 1.1877221382102812E+002, 0.0000000000000000E+000
 5.8344510427376626E+004, 5.8344510427376626E+004, 0.0000000000000000E+000, 1.1840385928415282E+002, 0.0000000000000000E+000
 5.9156163417549578E+004, 5.9156163417549578E+004, 0.0000000000000000E+000, 1.1803753307229363E+002, 0.0000000000000000E+000
 5.9979107625553159E+004, 5.9979107625553159E+004, 0.0000000000000000E+000, 1.1767326314206903E+002, 0.0000000000000000E+000
 6.0813500127874046E+004, 6.0813500127874046E+004, 0.0000000000000000E+000, 1.1731107581106936E+002, 0.0000000000000000E+000
 6.1659500186150508E+004, 6.1659500186150508E+004, 0.0000000000000000E+000, 1.1695099576552161E+002, 0.0000000000000000E+000
 6.2517269277570907E+004, 6.2517269277570907E+004, 0.0000000000000000E+000, 1.1659304606983983E+002, 0.0000000000000000E+000
 6.3386971125695061E+004, 6.3386971125695061E+004, 0.0000000000000000E+000, 1.1623724817797338E+002, 0.0000000000000000E+000
 6.4268771731704372E+004, 6.4268771731704372E+004, 0.0000000000000000E+000, 1.1588362194646719E+002, 0.0000000000000000E+000
 6.5162839406086714E+004, 6.5162839406086714E+004, 0.0000000000000000E+000, 1.1553218564914849E+002, 0.0000000000000000E+000
 6.6069344800762090E+004, 6.6069344800762090E+004, 0.0000000000000000E+000, 1.1518295599335065E+002, 0.0000000000000000E+000
 6.6988460941655168E+004, 6.6988460941655168E+004, 0.0000000000000000E+000, 1.1483594813758552E+002, 0.0000000000000000E+000
 6.7920363261721024E+004, 6.7920363261721024E+004, 0.0000000000000000E+000, 1.1449117571057711E+002, 0.0000000000000000E+000
 6.8865229634430216E+004, 6.8865229634430216E+004, 0.0000000000000000E+000, 1.1414865083155763E+002, 0.0000000000000000E+000
 6.9823240407719786E+004, 6.9823240407719786E+004, 0.0000000000000000E+000, 1.1380838413175604E+002, 0.0000000000000000E+000
 7.0794578438416487E+004, 7.0794578438416487E+004, 0.0000000000000000E+000, 1.1347038477697221E+002, 0.0000000000000000E+000
 7.1779429127138908E+004, 7.1779429127138908E+004, 0.0000000000000000E+000, 1.1313466049116012E+002, 0.0000000000000000E+000
 7.2777980453685188E+004, 7.2777980453685188E+004, 0.0000000000000000E+000, 1.1280121758093487E+002, 0.0000000000000000E+000
 7.3790423012912928E+004, 7.3790423012912928E+004, 0.0000000000000000E+000, 1.1247006096091098E+002, 0.0000000000000000E+000
 7.4816950051118314E+004, 7.4816950051118314E+004, 0.0000000000000000E+000, 1.1214119417980019E+002, 0.0000000000000000E+000
 7.5857757502921304E+004, 7.5857757502921304E+004, 0.0000000000000000E+000, 1.1181461944717948E+002, 0.0000000000000000E+000
 7.6913044028663935E+004, 7.6913044028663935E+004, 0.0000000000000000E+000, 1.1149033766085607E+002, 0.0000000000000000E+000
 7.7983011052328889E+004, 7.7983011052328889E+004, 0.0000000000000000E+000, 1.1116834843474997E+002, 0.0000000000000000E+000
 7.9067862799985582E+004, 7.9067862799985582E+004, 0.0000000000000000E+000, 1.1084865012722005E+002, 0.0000000000000000E+000
 8.0167806338771028E+004, 8.0167806338771028E+004, 0.0000000000000000E+000, 1.1053123986976955E+002, 0.0000000000000000E+000
 8.1283051616413097E+004, 8.1283051616413097E+004, 0.0000000000000000E+000, 1.1021611359604441E+002, 0.0000000000000000E+000
 8.2413811501303455E+004, 8.2413811501303455E+004, 0.0000000000000000E+000, 1.0990326607108038E+002, 0.0000000000000000E+000
 8.3560301823128073E+004, 8.3560301823128073E+004, 0.0000000000000000E+000, 1.0959269092071793E+002, 0.0000000000000000E+000
 8.4722741414062970E+004, 8.4722741414062970E+004, 0.0000000000000000E+000, 1.0928438066113152E+002, 0.0000000000000000E+000
 8.5901352150542953E+004, 8.5901352150542953E+004, 0.0000000000000000E+000, 1.0897832672841703E+002, 0.0000000000000000E+000
 8.7096358995611503E+004, 8.7096358995611503E+004, 0.0000000000000000E+000, 1.0867451950817571E+002, 0.0000000000000000E+000
 8.8307990041859768E+004, 8.8307990041859768E+004, 0.0000000000000000E+000, 1.0837294836504573E+002, 0.0000000000000000E+000
 8.9536476554962937E+004, 8.9536476554962937E+004, 0.0000000000000000E+000, 1.0807360167213596E+002, 0.0000000000000000E+000
 9.0782053017822182E+004, 9.0782053017822182E+004, 0.0000000000000000E+000, 1.0777646684030783E+002, 0.0000000000000000E+000
 9.2044957175320800E+004, 9.2044957175320800E+004, 0.0000000000000000E+000, 1.0748153034726278E+002, 0.0000000000000000E+000
 9.3325430079702826E+004, 9.3325430079702826E+004, 0.0000000000000000E+000, 1.0718877776640160E+002, 0.0000000000000000E+000
 9.4623716136583083E+004, 9.4623716136583083E+004, 0.0000000000000000E+000, 1.0689819379540820E+002, 0.0000000000000000E+000
 9.5940063151597162E+004, 9.5940063151597162E+004, 0.0000000000000000E+000, 1.0660976228452355E+002, 0.0000000000000000E+000
 9.7274722377700426E+004, 9.7274722377700426E+004, 0.0000000000000000E+000, 1.0632346626448512E+002, 0.0000000000000000E+000
 9.8627948563125028E+004, 9.8627948563125028E+004, 0.0000000000000000E+000, 1.0603928797408726E+002, 0.0000000000000000E+000
 1.0000000000000405E+005, 1.0000000000000405E+005, 0.0000000000000000E+000, 1.0575720888734929E+002, 0.0000000000000000E+000
 1.0139113857367205E+005, 1.0139113857367205E+005, 0.0000000000000000E+000, 1.0547720974025115E+002, 0.0000000000000000E+000
 1.0280162981265153E+005, 1.0280162981265153E+005, 0.0000000000000000E+000, 1.0519927055702507E+002, 0.0000000000000000E+000
 1.0423174293933465E+005, 1.0423174293933465E+005, 0.0000000000000000E+000, 1.0492337067597821E+002, 0.0000000000000000E+000
 1.0568175092137016E+005, 1.0568175092137016E+005, 0.0000000000000000E+000, 1.0464948877482195E+002, 0.0000000000000000E+000
 1.0715193052376503E+005, 1.0715193052376503E+005, 0.0000000000000000E+000, 1.0437760289550187E+002, 0.0000000000000000E+000
 1.0864256236171100E+005, 1.0864256236171100E+005, 0.0000000000000000E+000, 1.0410769046850363E+002, 0.0000000000000000E+000
 1.1015393095414601E+005, 1.1015393095414601E+005, 0.0000000000000000E+000, 1.0383972833662735E+002, 0.0000000000000000E+000
 1.1168632477806069E+005, 1.1168632477806069E+005, 0.0000000000000000E+000, 1.0357369277821695E+002, 0.0000000000000000E+000
 1.1324003632356036E+005, 1.1324003632356036E+005, 0.0000000000000000E+000, 1.0330955952983855E+002, 0.0000000000000000E+000
 1.1481536214969300E+005, 1.1481536214969300E+005, 0.0000000000000000E+000, 1.0304730380839619E+002, 0.0000000000000000E+000
 1.1641260294105393E+005, 1.1641260294105393E+005, 0.0000000000000000E+000, 1.0278690033268391E+002, 0.0000000000000000E+000
 1.1803206356517784E+005, 1.1803206356517784E+005, 0.0000000000000000E+000, 1.0252832334436130E+002, 0.0000000000000000E+000
 1.1967405313072930E+005, 1.1967405313072930E+005, 0.0000000000000000E+000, 1.0227154662835888E+002, 0.0000000000000000E+000
 1.2133888504650275E+005, 1.2133888504650275E+005, 0.0000000000000000E+000, 1.0201654353270868E+002, 0.0000000000000000E+000
 1.2302687708124326E+005, 1.2302687708124326E+005, 0.0000000000000000E+000, 1.0176328698779413E+002, 0.0000000000000000E+000
 1.2473835142429949E+005, 1.2473835142429949E+005, 0.0000000000000000E+000, 1.0151174952502915E+002, 0.0000000000000000E+000
 1.2647363474712041E+005, 1.2647363474712041E+005, 0.0000000000000000E+000, 1.0126190329495665E+002, 0.0000000000000000E+000
 1.2823305826560751E+005, 1.2823305826560751E+005, 0.0000000000000000E+000, 1.0101372008478504E+002, 0.0000000000000000E+000
 1.3001695780333447E+005, 1.3001695780333447E+005, 0.0000000000000000E+000, 1.0076717133534723E+002, 0.0000000000000000E+000
 1.3182567385564625E+005, 1.3182567385564625E+005, 0.0000000000000000E+000, 1.0052222815750784E+002, 0.0000000000000000E+000
 1.3365955165464984E+005, 1.3365955165464984E+005, 0.0000000000000000E+000, 1.0027886134800308E+002, 0.0000000000000000E+000
 1.3551894123510932E+005, 1.3551894123510932E+005, 0.0000000000000000E+000, 1.0003704140473592E+002, 0.0000000000000000E+000
 1.3740419750125732E+005, 1.3740419750125732E+005, 0.0000000000000000E+000, 9.9796738541527944E+001, 0.0000000000000000E+000
 1.3931568029453620E+005, 1.3931568029453620E+005, 0.0000000000000000E+000, 9.9557922702328710E+001, 0.0000000000000000E+000
 1.4125375446228142E+005, 1.4125375446228142E+005, 0.0000000000000000E+000, 9.9320563574904185E+001, 0.0000000000000000E+000
 1.4321878992736043E+005, 1.4321878992736043E+005, 0.0000000000000000E+000, 9.9084630604000438E+001, 0.0000000000000000E+000
 1.4521116175878039E+005, 1.4521116175878039E+005, 0.0000000000000000E+000, 9.8850093004002787E+001, 0.0000000000000000E+000
 1.4723125024327816E+005, 1.4723125024327816E+005, 0.0000000000000000E+000, 9.8616919771085392E+001, 0.0000000000000000E+000
 1.4927944095790599E+005, 1.4927944095790599E+005, 0.0000000000000000E+000, 9.8385079694879423E+001, 0.0000000000000000E+000
 1.5135612484362730E+005, 1.5135612484362730E+005, 0.0000000000000000E+000, 9.8154541369656798E+001, 0.0000000000000000E+000
 1.5346169827993601E+005, 1.5346169827993601E+005, 0.0000000000000000E+000, 9.7925273205042899E+001, 0.0000000000000000E+000
 1.5559656316051414E+005, 1.5559656316051414E+005, 0.0000000000000000E+000, 9.7697243436273624E+001, 0.0000000000000000E+000
 1.5776112696994166E+005, 1.5776112696994166E+005, 0.0000000000000000E+000, 9.7470420134003149E+001, 0.0000000000000000E+000
 1.5995580286147379E+005, 1.5995580286147379E+005, 0.0000000000000000E+000, 9.7244771213675776E+001, 0.0000000000000000E+000
 1.6218100973590001E+005, 1.6218100973590001E+005, 0.0000000000000000E+000, 9.7020264444474790E+001, 0.0000000000000000E+000
 1.6443717232150029E+005, 1.6443717232150029E+005, 0.0000000000000000E+000, 9.6796867457854361E+001, 0.0000000000000000E+000
 1.6672472125511352E+005, 1.6672472125511352E+005, 0.0000000000000000E+000, 9.6574547755676093E+001, 0.0000000000000000E+000
 1.6904409316433375E+005, 1.6904409316433375E+005, 0.0000000000000000E+000, 9.6353272717950745E+001, 0.0000000000000000E+000
 1.7139573075084999E+005, 1.7139573075084999E+005, 0.0000000000000000E+000, 9.6133009610205221E+001, 0.0000000000000000E+000
 1.7378008287494513E+005, 1.7378008287494513E+005, 0.0000000000000000E+000, 9.5913725590487388E+001, 0.0000000000000000E+000
 1.7619760464117062E+005, 1.7619760464117062E+005, 0.0000000000000000E+000, 9.5695387716009165E+001, 0.0000000000000000E+000
 1.7864875748521290E+005, 1.7864875748521290E+005, 0.0000000000000000E+000, 9.5477962949459254E+001, 0.0000000000000000E+000
 1.8113400926196820E+005, 1.8113400926196820E+005, 0.0000000000000000E+000, 9.5261418164976462E+001, 0.0000000000000000E+000
 1.8365383433484272E+005, 1.8365383433484272E+005, 0.0000000000000000E+000, 9.5045720153815338E+001, 0.0000000000000000E+000
 1.8620871366629493E+005, 1.8620871366629493E+005, 0.0000000000000000E+000, 9.4830835629697972E+001, 0.0000000000000000E+000
 1.8879913490963768E+005, 1.8879913490963768E+005, 0.0000000000000000E+000, 9.4616731233880870E+001, 0.0000000000000000E+000
 1.9142559250211704E+005, 1.9142559250211704E+005, 0.0000000000000000E+000, 9.4403373539934421E+001, 0.0000000000000000E+000
 1.9408858775928640E+005, 1.9408858775928640E+005, 0.0000000000000000E+000, 9.4190729058257148E+001, 0.0000000000000000E+000
 1.9678862897069321E+005, 1.9678862897069321E+005, 0.0000000000000000E+000, 9.3978764240331529E+001, 0.0000000000000000E+000
 1.9952623149689683E+005, 1.9952623149689683E+005, 0.0000000000000000E+000, 9.3767445482732086E+001, 0.0000000000000000E+000
 2.0230191786783616E+005, 2.0230191786783616E+005, 0.0000000000000000E+000, 9.3556739130904717E+001, 0.0000000000000000E+000
 2.0511621788256569E+005, 2.0511621788256569E+005, 0.0000000000000000E+000, 9.3346611482717350E+001, 0.0000000000000000E+000
 2.0796966871037884E+005, 2.0796966871037884E+005, 0.0000000000000000E+000, 9.3137028791806912E+001, 0.0000000000000000E+000
 2.1086281499333837E+005, 2.1086281499333837E+005, 0.0000000000000000E+000, 9.2927957270720995E+001, 0.0000000000000000E+000
 2.1379620895023277E+005, 2.1379620895023277E+005, 0.0000000000000000E+000, 9.2719363093875600E+001, 0.0000000000000000E+000
 2.1677041048197920E+005, 2.1677041048197920E+005, 0.0000000000000000E+000, 9.2511212400335765E+001, 0.0000000000000000E+000
 2.1978598727849236E+005, 2.1978598727849236E+005, 0.0000000000000000E+000, 9.2303471296430445E+001, 0.0000000000000000E+000
 2.2284351492704041E+005, 2.2284351492704041E+005, 0.0000000000000000E+000, 9.2096105858214628E+001, 0.0000000000000000E+000
 2.2594357702210796E+005, 2.2594357702210796E+005, 0.0000000000000000E+000, 9.1889082133785905E+001, 0.0000000000000000E+000
 2.2908676527678766E+005, 2.2908676527678766E+005, 0.0000000000000000E+000, 9.1682366145474788E+001, 0.0000000000000000E+000
 2.3227367963572120E+005, 2.3227367963572120E+005, 0.0000000000000000E+000, 9.1475923891908380E+001, 0.0000000000000000E+000
 2.3550492838961162E+005, 2.3550492838961162E+005, 0.0000000000000000E+000, 9.1269721349968080E+001, 0.0000000000000000E+000
 2.3878112829132858E+005, 2.3878112829132858E+005, 0.0000000000000000E+000, 9.1063724476647252E+001, 0.0000000000000000E+000
 2.4210290467362880E+005, 2.4210290467362880E+005, 0.0000000000000000E+000, 9.0857899210820634E+001, 0.0000000000000000E+000
 2.4547089156851420E+005, 2.4547089156851420E+005, 0.0000000000000000E+000, 9.0652211474937516E+001, 0.0000000000000000E+000
 2.4888573182825043E+005, 2.4888573182825043E+005, 0.0000000000000000E+000, 9.0446627176646686E+001, 0.0000000000000000E+000
 2.5234807724806899E+005, 2.5234807724806899E+005, 0.0000000000000000E+000, 9.0241112210367262E+001, 0.0000000000000000E+000
 2.5585858869057626E+005, 2.5585858869057626E+005, 0.0000000000000000E+000, 9.0035632458812955E+001, 0.0000000000000000E+000
 2.5941793621189328E+005, 2.5941793621189328E+005, 0.0000000000000000E+000, 8.9830153794483735E+001, 0.0000000000000000E+000
 2.6302679918955022E+005, 2.6302679918955022E+005, 0.0000000000000000E+000, 8.9624642081131100E+001, 0.0000000000000000E+000
 2.6668586645216017E+005, 2.6668586645216017E+005, 0.0000000000000000E+000, 8.9419063175212457E+001, 0.0000000000000000E+000
 2.7039583641089679E+005, 2.7039583641089679E+005, 0.0000000000000000E+000, 8.9213382927340874E+001, 0.0000000000000000E+000
 2.7415741719280084E+005, 2.7415741719280084E+005, 0.0000000000000000E+000, 8.9007567183744456E+001, 0.0000000000000000E+000
 2.7797132677594165E+005, 2.7797132677594165E+005, 0.0000000000000000E+000, 8.8801581787743089E+001, 0.0000000000000000E+000
 2.8183829312645836E+005, 2.8183829312645836E+005, 0.0000000000000000E+000, 8.8595392581254586E+001, 0.0000000000000000E+000
 2.8575905433750787E+005, 2.8575905433750787E+005, 0.0000000000000000E+000, 8.8388965406341498E+001, 0.0000000000000000E+000
 2.8973435877014569E+005, 2.8973435877014569E+005, 0.0000000000000000E+000, 8.8182266106807035E+001, 0.0000000000000000E+000
 2.9376496519616665E+005, 2.9376496519616665E+005, 0.0000000000000000E+000, 8.7975260529852591E+001, 0.0000000000000000E+000
 2.9785164294293273E+005, 2.9785164294293273E+005, 0.0000000000000000E+000, 8.7767914527808699E+001, 0.0000000000000000E+000
 3.0199517204021558E+005, 3.0199517204021558E+005, 0.0000000000000000E+000, 8.7560193959945707E+001, 0.0000000000000000E+000
 3.0619634336908191E+005, 3.0619634336908191E+005, 0.0000000000000000E+000, 8.7352064694380147E+001, 0.0000000000000000E+000
 3.1045595881284995E+005, 3.1045595881284995E+005, 0.0000000000000000E+000, 8.7143492610085502E+001, 0.0000000000000000E+000
 3.1477483141014620E+005, 3.1477483141014620E+005, 0.0000000000000000E+000, 8.6934443599015808E+001, 0.0000000000000000E+000
 3.1915378551009099E+005, 3.1915378551009099E+005, 0.0000000000000000E+000, 8.6724883568359431E+001, 0.0000000000000000E+000
 3.2359365692964336E+005, 3.2359365692964336E+005, 0.0000000000000000E+000, 8.6514778442924893E+001, 0.0000000000000000E+000
 3.2809529311313434E+005, 3.2809529311313434E+005, 0.0000000000000000E+000, 8.6304094167681157E+001, 0.0000000000000000E+000
 3.3265955329402006E+005, 3.3265955329402006E+005, 0.0000000000000000E+000, 8.6092796710452362E+001, 0.0000000000000000E+000
 3.3728730865888466E+005, 3.3728730865888466E+005, 0.0000000000000000E+000, 8.5880852064784790E+001, 0.0000000000000000E+000
 3.4197944251372491E+005, 3.4197944251372491E+005, 0.0000000000000000E+000, 8.5668226252998096E+001, 0.0000000000000000E+000
 3.4673685045254795E+005, 3.4673685045254795E+005, 0.0000000000000000E+000, 8.5454885329427341E+001, 0.0000000000000000E+000
 3.5156044052831468E+005, 3.5156044052831468E+005, 0.0000000000000000E+000, 8.5240795383871202E+001, 0.0000000000000000E+000
 3.5645113342626102E+005, 3.5645113342626102E+005, 0.0000000000000000E+000, 8.5025922545256108E+001, 0.0000000000000000E+000
 3.6140986263963033E+005, 3.6140986263963033E+005, 0.0000000000000000E+000, 8.4810232985529694E+001, 0.0000000000000000E+000
 3.6643757464785059E+005, 3.6643757464785059E+005, 0.0000000000000000E+000, 8.4593692923792375E+001, 0.0000000000000000E+000
 3.7153522909719014E+005, 3.7153522909719014E+005, 0.0000000000000000E+000, 8.4376268630682233E+001, 0.0000000000000000E+000
 3.7670379898392671E+005, 3.7670379898392671E+005, 0.0000000000000000E+000, 8.4157926433021885E+001, 0.0000000000000000E+000
 3.8194427084006468E+005, 3.8194427084006468E+005, 0.0000000000000000E+000, 8.3938632718741104E+001, 0.0000000000000000E+000
 3.8725764492163563E+005, 3.8725764492163563E+005, 0.0000000000000000E+000, 8.3718353942088044E+001, 0.0000000000000000E+000
 3.9264493539961858E+005, 3.9264493539961858E+005, 0.0000000000000000E+000, 8.3497056629136267E+001, 0.0000000000000000E+000
 3.9810717055351631E+005, 3.9810717055351631E+005, 0.0000000000000000E+000, 8.3274707383606412E+001, 0.0000000000000000E+000
 4.0364539296762430E+005, 4.0364539296762430E+005, 0.0000000000000000E+000, 8.3051272893009980E+001, 0.0000000000000000E+000
 4.0926065973003051E+005, 4.0926065973003051E+005, 0.0000000000000000E+000, 8.2826719935126789E+001, 0.0000000000000000E+000
 4.1495404263438290E+005, 4.1495404263438290E+005, 0.0000000000000000E+000, 8.2601015384832664E+001, 0.0000000000000000E+000
 4.2072662838446436E+005, 4.2072662838446436E+005, 0.0000000000000000E+000, 8.2374126221283774E+001, 0.0000000000000000E+000
 4.2657951880161325E+005, 4.2657951880161325E+005, 0.0000000000000000E+000, 8.2146019535474238E+001, 0.0000000000000000E+000
 4.3251383103502961E+005, 4.3251383103502961E+005, 0.0000000000000000E+000, 8.1916662538175785E+001, 0.0000000000000000E+000
 4.3853069777500693E+005, 4.3853069777500693E+005, 0.0000000000000000E+000, 8.1686022568274012E+001, 0.0000000000000000E+000
 4.4463126746913028E+005, 4.4463126746913028E+005, 0.0000000000000000E+000, 8.1454067101510248E+001, 0.0000000000000000E+000
 4.5081670454148209E+005, 4.5081670454148209E+005, 0.0000000000000000E+000, 8.1220763759643106E+001, 0.0000000000000000E+000
 4.5708818961489730E+005, 4.5708818961489730E+005, 0.0000000000000000E+000, 8.0986080320040898E+001, 0.0000000000000000E+000
 4.6344691973631067E+005, 4.6344691973631067E+005, 0.0000000000000000E+000, 8.0749984725713347E+001, 0.0000000000000000E+000
 4.6989410860523843E+005, 4.6989410860523843E+005, 0.0000000000000000E+000, 8.0512445095799379E+001, 0.0000000000000000E+000
 4.7643098680543905E+005, 4.7643098680543905E+005, 0.0000000000000000E+000, 8.0273429736517016E+001, 0.0000000000000000E+000
 4.8305880203979637E+005, 4.8305880203979637E+005, 0.0000000000000000E+000, 8.0032907152587413E+001, 0.0000000000000000E+000
 4.8977881936847029E+005, 4.8977881936847029E+005, 0.0000000000000000E+000, 7.9790846059145551E+001, 0.0000000000000000E+000
 4.9659232145036053E+005, 4.9659232145036053E+005, 0.0000000000000000E+000, 7.9547215394145226E+001, 0.0000000000000000E+000
 5.0350060878792964E+005, 5.0350060878792964E+005, 0.0000000000000000E+000, 7.9301984331268088E+001, 0.0000000000000000E+000
 5.1050499997543148E+005, 5.1050499997543148E+005, 0.0000000000000000E+000, 7.9055122293348205E+001, 0.0000000000000000E+000
 5.1760683195059327E+005, 5.1760683195059327E+005, 0.0000000000000000E+000, 7.8806598966319299E+001, 0.0000000000000000E+000
 5.2480746024979861E+005, 5.2480746024979861E+005, 0.0000000000000000E+000, 7.8556384313691808E+001, 0.0000000000000000E+000
 5.3210825926682062E+005, 5.3210825926682062E+005, 0.0000000000000000E+000, 7.8304448591570733E+001, 0.0000000000000000E+000
 5.3951062251515442E+005, 5.3951062251515442E+005, 0.0000000000000000E+000, 7.8050762364218016E+001, 0.0000000000000000E+000
 5.4701596289399883E+005, 5.4701596289399883E+005, 0.0000000000000000E+000, 7.7795296520169259E+001, 0.0000000000000000E+000
 5.5462571295793843E+005, 5.5462571295793843E+005, 0.0000000000000000E+000, 7.7538022288906589E+001, 0.0000000000000000E+000
 5.6234132519037719E+005, 5.6234132519037719E+005, 0.0000000000000000E+000, 7.7278911258095064E+001, 0.0000000000000000E+000
 5.7016427228077606E+005, 5.7016427228077606E+005, 0.0000000000000000E+000, 7.7017935391387510E+001, 0.0000000000000000E+000
 5.7809604740574711E+005, 5.7809604740574711E+005, 0.0000000000000000E+000, 7.6755067046797478E+001, 0.0000000000000000E+000
 5.8613816451405827E+005, 5.8613816451405827E+005, 0.0000000000000000E+000, 7.6490278995645951E+001, 0.0000000000000000E+000
 5.9429215861560265E+005, 5.9429215861560265E+005, 0.0000000000000000E+000, 7.6223544442079515E+001, 0.0000000000000000E+000
 6.0255958607438824E+005, 6.0255958607438824E+005, 0.0000000000000000E+000, 7.5954837043163380E+001, 0.0000000000000000E+000
 6.1094202490560303E+005, 6.1094202490560303E+005, 0.0000000000000000E+000, 7.5684130929543699E+001, 0.0000000000000000E+000
 6.1944107507681288E+005, 6.1944107507681288E+005, 0.0000000000000000E+000, 7.5411400726680853E+001, 0.0000000000000000E+000
 6.2805835881334986E+005, 6.2805835881334986E+005, 0.0000000000000000E+000, 7.5136621576645553E+001, 0.0000000000000000E+000
 6.3679552090794826E+005, 6.3679552090794826E+005, 0.0000000000000000E+000, 7.4859769160474968E+001, 0.0000000000000000E+000
 6.4565422903468844E+005, 6.4565422903468844E+005, 0.0000000000000000E+000, 7.4580819721080474E+001, 0.0000000000000000E+000
 6.5463617406730843E+005, 6.5463617406730843E+005, 0.0000000000000000E+000, 7.4299750086697600E+001, 0.0000000000000000E+000
 6.6374307040194282E+005, 6.6374307040194282E+005, 0.0000000000000000E+000, 7.4016537694869882E+001, 0.0000000000000000E+000
